"games_before_purchase","balance_before_purchase","purchase_type"
0,0,"iap"
3,175,"iap"
2,185,"iap"
2,200,"iap"
2,45,"iap"
2,50,"iap"
9,105,"iap"
6,205,"iap"
7,50,"iap"
14,11,"iap"
6,50,"iap"
29,185,"iap"
1,500,"iap"
2,560,"iap"
6,145,"iap"
3,170,"iap"
7,25,"iap"
26,143,"iap"
3,145,"iap"
0,20,"iap"
7,65,"iap"
6,75,"iap"
2,150,"iap"
2,100,"iap"
7,60,"iap"
3,250,"iap"
72,405,"iap"
0,0,"iap"
6,50,"iap"
3,0,"iap"
8,175,"iap"
3,0,"iap"
3,210,"iap"
7,186,"iap"
4,40,"iap"
3,300,"iap"
7,185,"iap"
3,26,"iap"
1,520,"iap"
3,65,"iap"
2,120,"iap"
2,0,"iap"
2,0,"iap"
21,202,"iap"
3,70,"iap"
2,35,"iap"
1,0,"iap"
19,58,"iap"
3,125,"iap"
2,250,"iap"
3,85,"iap"
5,145,"iap"
5,50,"iap"
1,270,"iap"
2,25,"iap"
3,95,"iap"
1,100,"iap"
3,25,"iap"
0,0,"iap"
1,175,"iap"
2,50,"iap"
0,0,"iap"
0,0,"iap"
3,50,"iap"
2,0,"iap"
2,170,"iap"
0,20,"iap"
0,100,"iap"
1,475,"iap"
2,92,"iap"
2,25,"iap"
3,200,"iap"
13,45,"iap"
2,0,"iap"
5,0,"iap"
3,50,"iap"
5,195,"iap"
0,0,"iap"
0,0,"iap"
10,25,"iap"
9,48,"iap"
5,78,"iap"
0,160,"iap"
1,175,"iap"
4,130,"iap"
1,195,"iap"
4,60,"iap"
0,0,"iap"
0,700,"iap"
2,25,"iap"
3,40,"iap"
0,0,"iap"
1,175,"iap"
2,170,"iap"
7,95,"iap"
7,68,"iap"
6,85,"iap"
3,120,"iap"
0,0,"iap"
1,235,"iap"
5,150,"iap"
8,250,"iap"
3,165,"iap"
11,140,"iap"
0,351,"iap"
13,25,"iap"
6,85,"iap"
21,120,"iap"
3,65,"iap"
3,50,"iap"
3,0,"iap"
1,25,"iap"
1,250,"iap"
5,70,"iap"
3,25,"iap"
7,170,"iap"
0,700,"iap"
2,35,"iap"
1,100,"iap"
1,175,"iap"
3,70,"iap"
3,50,"iap"
12,115,"iap"
9,0,"iap"
12,100,"iap"
7,50,"iap"
5,45,"iap"
8,0,"iap"
6,10,"iap"
5,98,"iap"
3,175,"iap"
1,40,"iap"
5,100,"iap"
18,113,"iap"
3,350,"iap"
5,160,"iap"
14,290,"iap"
0,0,"iap"
4,145,"iap"
6,185,"iap"
3,95,"iap"
16,170,"iap"
0,0,"iap"
2,0,"iap"
4,34,"iap"
3,150,"iap"
1,0,"iap"
2,400,"iap"
2,150,"iap"
4,138,"iap"
5,1,"iap"
39,185,"iap"
2,0,"iap"
4,0,"iap"
4,0,"iap"
7,25,"iap"
5,180,"iap"
7,200,"iap"
6,150,"iap"
4,150,"iap"
5,90,"iap"
5,125,"iap"
8,296,"iap"
5,115,"iap"
0,0,"iap"
11,245,"iap"
24,55,"iap"
4,144,"iap"
0,155,"iap"
8,200,"iap"
1,680,"iap"
4,150,"iap"
3,100,"iap"
4,23,"iap"
5,0,"iap"
3,200,"iap"
3,0,"iap"
5,60,"iap"
16,21,"iap"
6,50,"iap"
4,240,"iap"
0,0,"iap"
0,20,"iap"
5,0,"iap"
3,10,"iap"
8,5,"iap"
9,25,"iap"
3,295,"iap"
0,0,"iap"
0,20,"iap"
3,50,"iap"
2,150,"iap"
14,113,"iap"
6,28,"iap"
3,265,"iap"
4,193,"iap"
0,0,"iap"
6,85,"iap"
7,80,"iap"
0,20,"iap"
7,50,"iap"
0,0,"iap"
4,250,"iap"
3,312,"iap"
4,88,"iap"
0,20,"iap"
7,40,"iap"
4,15,"iap"
3,95,"iap"
1,25,"iap"
2,0,"iap"
5,155,"iap"
2,250,"iap"
5,120,"iap"
0,0,"iap"
10,95,"iap"
0,0,"iap"
0,0,"iap"
1,175,"iap"
5,260,"iap"
7,301,"iap"
1,420,"iap"
1,175,"iap"
8,60,"iap"
1,270,"iap"
5,75,"iap"
17,108,"iap"
5,50,"iap"
27,0,"iap"
0,0,"iap"
2,95,"iap"
8,98,"iap"
1,100,"iap"
3,135,"iap"
3,25,"iap"
3,75,"iap"
0,75,"iap"
6,105,"iap"
36,202,"iap"
3,75,"iap"
7,300,"iap"
5,130,"iap"
3,120,"iap"
4,82,"iap"
2,0,"iap"
2,275,"iap"
8,120,"iap"
2,95,"iap"
3,80,"iap"
11,5,"iap"
6,80,"iap"
0,54,"iap"
3,150,"iap"
6,170,"iap"
2,0,"iap"
0,700,"iap"
4,180,"iap"
2,200,"iap"
22,22,"iap"
1,215,"iap"
9,150,"iap"
2,25,"iap"
0,700,"iap"
2,300,"iap"
3,50,"iap"
3,100,"iap"
3,115,"iap"
3,0,"iap"
0,0,"iap"
15,87,"iap"
0,60,"iap"
1,300,"iap"
5,0,"iap"
2,300,"iap"
2,0,"iap"
0,0,"iap"
2,70,"iap"
3,0,"iap"
5,125,"iap"
0,0,"iap"
3,125,"iap"
0,0,"iap"
0,0,"iap"
2,115,"iap"
8,185,"iap"
8,10,"iap"
4,60,"iap"
13,445,"iap"
5,285,"iap"
2,50,"iap"
22,131,"iap"
2,190,"iap"
1,120,"iap"
0,0,"iap"
3,275,"iap"
7,205,"iap"
3,220,"iap"
3,0,"iap"
0,0,"iap"
1,400,"iap"
4,65,"iap"
0,20,"iap"
0,0,"iap"
2,150,"iap"
1,40,"iap"
1,300,"iap"
1,500,"iap"
3,70,"iap"
0,0,"iap"
1,170,"iap"
2,250,"iap"
5,20,"iap"
5,125,"iap"
4,90,"iap"
0,700,"iap"
44,373,"iap"
3,300,"iap"
4,25,"iap"
7,95,"iap"
6,5,"iap"
10,365,"iap"
35,66,"iap"
4,700,"iap"
13,105,"iap"
22,235,"iap"
3,20,"iap"
3,20,"iap"
4,95,"iap"
0,0,"iap"
0,700,"iap"
5,15,"iap"
4,0,"iap"
1,170,"iap"
17,155,"iap"
0,0,"iap"
20,130,"iap"
5,165,"iap"
5,50,"iap"
7,35,"iap"
9,190,"iap"
0,20,"iap"
1,25,"iap"
2,250,"iap"
4,150,"iap"
1,25,"iap"
4,164,"iap"
20,175,"iap"
4,95,"iap"
1,175,"iap"
7,30,"iap"
0,0,"iap"
1,25,"iap"
8,127,"iap"
0,0,"iap"
3,0,"iap"
2,175,"iap"
1,420,"iap"
1,45,"iap"
4,50,"iap"
2,65,"iap"
1,65,"iap"
17,315,"iap"
1,175,"iap"
1,45,"iap"
1,500,"iap"
8,160,"iap"
2,70,"iap"
2,175,"iap"
2,45,"iap"
4,0,"iap"
1,120,"iap"
2,130,"iap"
1,25,"iap"
0,0,"iap"
9,50,"iap"
1,210,"iap"
0,170,"iap"
0,0,"iap"
1,100,"iap"
0,0,"iap"
4,150,"iap"
4,45,"iap"
0,0,"iap"
1,325,"iap"
2,60,"iap"
0,700,"iap"
6,70,"iap"
23,190,"iap"
7,70,"iap"
9,330,"iap"
27,141,"iap"
3,295,"iap"
6,190,"iap"
4,5,"iap"
11,240,"iap"
16,145,"iap"
3,165,"iap"
4,23,"iap"
1,25,"iap"
13,95,"iap"
3,150,"iap"
3,280,"iap"
7,140,"iap"
12,186,"iap"
3,25,"iap"
20,121,"iap"
1,25,"iap"
2,125,"iap"
2,285,"iap"
0,0,"iap"
1,25,"iap"
0,0,"iap"
1,175,"iap"
0,0,"iap"
4,0,"iap"
3,50,"iap"
0,115,"iap"
1,65,"iap"
1,100,"iap"
0,0,"iap"
1,25,"iap"
4,5,"iap"
22,119,"iap"
1,25,"iap"
1,120,"iap"
2,25,"iap"
15,80,"iap"
1,25,"iap"
2,0,"iap"
4,5,"iap"
2,488,"iap"
11,1185,"iap"
1,595,"iap"
5,140,"iap"
1,100,"iap"
2,20,"iap"
5,110,"iap"
11,75,"iap"
0,0,"iap"
6,125,"iap"
0,20,"iap"
0,95,"iap"
0,0,"iap"
2,95,"iap"
4,260,"iap"
1,25,"iap"
1,100,"iap"
4,25,"iap"
2,135,"iap"
0,0,"iap"
0,0,"iap"
2,170,"iap"
1,45,"iap"
13,23,"iap"
2,95,"iap"
2,45,"iap"
1,57,"iap"
1,25,"iap"
1,25,"iap"
0,182,"iap"
7,100,"iap"
1,25,"iap"
8,160,"iap"
2,25,"iap"
8,25,"iap"
1,120,"iap"
3,0,"iap"
1,100,"iap"
4,0,"iap"
1,25,"iap"
6,175,"iap"
3,125,"iap"
1,25,"iap"
4,103,"iap"
1,65,"iap"
1,25,"iap"
1,100,"iap"
0,0,"iap"
1,345,"iap"
0,0,"iap"
1,25,"iap"
4,115,"iap"
3,195,"iap"
2,70,"iap"
1,59,"iap"
7,60,"iap"
4,15,"iap"
22,80,"iap"
1,25,"iap"
3,180,"iap"
2,25,"iap"
8,70,"iap"
6,145,"iap"
3,50,"iap"
2,500,"iap"
11,171,"iap"
3,80,"iap"
7,15,"iap"
0,700,"iap"
4,0,"iap"
9,165,"iap"
0,700,"iap"
1,150,"iap"
2,420,"iap"
0,0,"iap"
0,0,"iap"
2,300,"iap"
0,20,"iap"
3,20,"iap"
4,290,"iap"
5,140,"iap"
0,150,"iap"
0,20,"iap"
10,33,"iap"
5,0,"iap"
2,0,"iap"
4,0,"iap"
6,12,"iap"
9,141,"iap"
32,88,"iap"
6,225,"iap"
0,0,"iap"
7,25,"iap"
6,114,"iap"
0,0,"iap"
0,950,"iap"
0,700,"iap"
2,150,"iap"
1,500,"iap"
6,180,"iap"
13,60,"iap"
1,50,"iap"
1,20,"iap"
1,120,"iap"
0,0,"iap"
4,65,"iap"
7,75,"iap"
9,125,"iap"
7,160,"iap"
2,150,"iap"
36,110,"iap"
7,5,"iap"
5,275,"iap"
3,450,"iap"
3,245,"iap"
5,155,"iap"
11,20,"iap"
0,0,"iap"
0,20,"iap"
0,20,"iap"
25,13,"iap"
5,215,"iap"
10,70,"iap"
8,45,"iap"
4,145,"iap"
0,95,"iap"
9,240,"iap"
12,90,"iap"
1,0,"iap"
4,40,"iap"
6,5,"iap"
4,70,"iap"
0,700,"iap"
1,20,"iap"
7,95,"iap"
1,25,"iap"
0,0,"iap"
0,0,"iap"
0,0,"iap"
5,350,"iap"
1,860,"iap"
32,60,"iap"
0,0,"iap"
3,175,"iap"
45,70,"iap"
3,145,"iap"
2,0,"iap"
4,100,"iap"
0,0,"iap"
7,5,"iap"
12,115,"iap"
8,110,"iap"
3,30,"iap"
29,13,"iap"
4,50,"iap"
5,120,"iap"
2,350,"iap"
6,65,"iap"
3,100,"iap"
2,28,"iap"
3,100,"iap"
2,0,"iap"
7,596,"iap"
4,20,"iap"
6,159,"iap"
1,175,"iap"
0,700,"iap"
0,40,"iap"
4,95,"iap"
3,270,"iap"
0,0,"iap"
5,0,"iap"
5,330,"iap"
4,68,"iap"
1,175,"iap"
3,125,"iap"
0,40,"iap"
6,185,"iap"
0,0,"iap"
2,150,"iap"
5,5,"iap"
0,20,"iap"
0,0,"iap"
97,1125,"iap"
10,100,"iap"
0,0,"iap"
7,650,"iap"
3,250,"iap"
0,0,"iap"
1,290,"iap"
7,25,"iap"
12,165,"iap"
3,150,"iap"
3,125,"iap"
1,45,"iap"
3,0,"iap"
9,94,"iap"
3,75,"iap"
13,90,"iap"
5,110,"iap"
1,175,"iap"
1,25,"iap"
9,230,"iap"
48,852,"iap"
11,20,"iap"
0,0,"iap"
24,50,"iap"
21,205,"iap"
15,22,"iap"
4,195,"iap"
2,30,"iap"
4,250,"iap"
5,296,"iap"
5,70,"iap"
2,375,"iap"
0,0,"iap"
4,75,"iap"
7,53,"iap"
19,133,"iap"
5,50,"iap"
10,3,"iap"
5,335,"iap"
6,250,"iap"
7,90,"iap"
2,0,"iap"
7,15,"iap"
31,44,"iap"
4,40,"iap"
9,150,"iap"
6,25,"iap"
5,83,"iap"
3,5,"iap"
8,78,"iap"
5,115,"iap"
5,201,"iap"
0,0,"iap"
1,0,"iap"
2,600,"iap"
5,170,"iap"
4,38,"iap"
3,125,"iap"
2,250,"iap"
7,20,"iap"
4,145,"iap"
7,325,"iap"
0,0,"iap"
2,250,"iap"
3,20,"iap"
2,120,"iap"
2,30,"iap"
0,0,"iap"
3,10,"iap"
4,180,"iap"
340,140,"iap"
11,179,"iap"
4,100,"iap"
3,0,"iap"
6,0,"iap"
1,470,"iap"
43,88,"iap"
2,45,"iap"
3,195,"iap"
0,0,"iap"
2,0,"iap"
14,76,"iap"
2,120,"iap"
3,0,"iap"
6,263,"iap"
3,24,"iap"
2,150,"iap"
2,100,"iap"
7,95,"iap"
6,0,"iap"
7,5,"iap"
6,15,"iap"
6,190,"iap"
3,150,"iap"
4,275,"iap"
3,275,"iap"
3,25,"iap"
3,120,"iap"
3,73,"iap"
1,25,"iap"
2,25,"iap"
2,420,"iap"
0,0,"iap"
6,165,"iap"
2,225,"iap"
0,0,"iap"
3,550,"iap"
4,95,"iap"
27,85,"iap"
1,215,"iap"
1,62,"iap"
8,65,"iap"
0,700,"iap"
5,0,"iap"
31,51,"iap"
14,55,"iap"
4,75,"iap"
9,15,"iap"
25,130,"iap"
6,0,"iap"
1,150,"iap"
4,145,"iap"
9,5,"iap"
0,0,"iap"
0,700,"iap"
9,11,"iap"
6,100,"iap"
13,193,"iap"
1,140,"iap"
1,100,"iap"
1,400,"iap"
4,5,"iap"
57,109,"iap"
13,78,"iap"
2,350,"iap"
7,195,"iap"
1,250,"iap"
5,90,"iap"
5,140,"iap"
1,295,"iap"
13,25,"iap"
1,45,"iap"
36,280,"iap"
7,27,"iap"
23,78,"iap"
1,505,"iap"
1,25,"iap"
9,180,"iap"
156,4,"iap"
1,270,"iap"
2,125,"iap"
4,30,"iap"
0,0,"iap"
1,25,"iap"
6,60,"iap"
3,55,"iap"
2,120,"iap"
1,325,"iap"
1,65,"iap"
1,45,"iap"
1,135,"iap"
0,0,"iap"
1,25,"iap"
0,20,"iap"
10,240,"iap"
1,400,"iap"
6,60,"iap"
3,90,"iap"
2,195,"iap"
2,35,"iap"
3,65,"iap"
12,14,"iap"
3,100,"iap"
7,20,"iap"
5,126,"iap"
6,40,"iap"
2,110,"iap"
5,100,"iap"
0,0,"iap"
2,50,"iap"
3,230,"iap"
4,10,"iap"
0,700,"iap"
0,0,"iap"
0,0,"iap"
5,130,"iap"
5,90,"iap"
11,205,"iap"
8,205,"iap"
0,0,"iap"
8,20,"iap"
11,155,"iap"
4,0,"iap"
2,350,"iap"
5,101,"iap"
10,65,"iap"
0,0,"iap"
0,0,"iap"
2,0,"iap"
5,5,"iap"
8,420,"iap"
0,20,"iap"
5,0,"iap"
2,150,"iap"
0,0,"iap"
0,0,"iap"
2,0,"iap"
0,0,"iap"
4,200,"iap"
11,63,"iap"
14,150,"iap"
2,25,"iap"
4,100,"iap"
10,15,"iap"
8,0,"iap"
0,0,"iap"
3,80,"iap"
4,100,"iap"
3,0,"iap"
4,50,"iap"
1,100,"iap"
0,0,"iap"
5,140,"iap"
0,700,"iap"
10,0,"iap"
2,300,"iap"
7,40,"iap"
0,0,"iap"
4,150,"iap"
2,170,"iap"
0,0,"iap"
5,225,"iap"
6,15,"iap"
10,371,"iap"
24,174,"iap"
3,120,"iap"
4,110,"iap"
0,0,"iap"
3,0,"iap"
0,0,"iap"
3,50,"iap"
9,195,"iap"
3,20,"iap"
2,350,"iap"
2,30,"iap"
38,9,"iap"
2,0,"iap"
2,100,"iap"
2,190,"iap"
9,190,"iap"
7,210,"iap"
4,25,"iap"
6,57,"iap"
2,0,"iap"
4,225,"iap"
17,220,"iap"
0,0,"iap"
11,70,"iap"
9,160,"iap"
17,120,"iap"
5,215,"iap"
1,500,"iap"
2,225,"iap"
3,180,"iap"
3,150,"iap"
1,300,"iap"
0,0,"iap"
0,0,"iap"
4,85,"iap"
1,0,"iap"
4,20,"iap"
1,100,"iap"
5,155,"iap"
6,65,"iap"
2,275,"iap"
0,0,"iap"
7,165,"iap"
1,25,"iap"
3,430,"iap"
2,70,"iap"
6,125,"iap"
4,35,"iap"
8,170,"iap"
3,20,"iap"
6,40,"iap"
0,20,"iap"
0,0,"iap"
0,0,"iap"
1,200,"iap"
2,45,"iap"
7,75,"iap"
0,700,"iap"
3,25,"iap"
2,152,"iap"
2,140,"iap"
1,500,"iap"
7,215,"iap"
1,0,"iap"
4,36,"iap"
2,170,"iap"
9,270,"iap"
22,94,"iap"
5,140,"iap"
1,410,"iap"
0,20,"iap"
2,220,"iap"
3,170,"iap"
21,217,"iap"
2,60,"iap"
1,195,"iap"
0,0,"iap"
41,0,"iap"
3,125,"iap"
1,175,"iap"
0,20,"iap"
1,25,"iap"
0,700,"iap"
1,100,"iap"
4,175,"iap"
5,5,"iap"
1,25,"iap"
1,25,"iap"
0,0,"iap"
0,0,"iap"
2,45,"iap"
2,25,"iap"
10,55,"iap"
5,105,"iap"
5,60,"iap"
0,0,"iap"
9,100,"iap"
8,30,"iap"
3,130,"iap"
1,25,"iap"
3,270,"iap"
2,45,"iap"
0,20,"iap"
10,40,"iap"
0,0,"iap"
8,20,"iap"
0,40,"iap"
5,150,"iap"
0,0,"iap"
2,25,"iap"
3,110,"iap"
0,0,"iap"
0,20,"iap"
12,105,"iap"
0,20,"iap"
10,105,"iap"
1,400,"iap"
7,205,"iap"
0,0,"iap"
0,0,"iap"
2,105,"iap"
1,100,"iap"
5,100,"iap"
1,420,"iap"
1,30,"iap"
17,120,"iap"
14,163,"iap"
0,0,"iap"
6,70,"iap"
11,64,"iap"
8,130,"iap"
3,220,"iap"
5,370,"iap"
4,30,"iap"
3,105,"iap"
0,0,"iap"
3,115,"iap"
23,71,"iap"
3,150,"iap"
4,20,"iap"
2,100,"iap"
3,150,"iap"
4,75,"iap"
8,0,"iap"
5,105,"iap"
14,80,"iap"
5,95,"iap"
1,500,"iap"
2,100,"iap"
8,165,"iap"
3,145,"iap"
23,171,"iap"
2,130,"iap"
9,465,"iap"
7,90,"iap"
6,263,"iap"
0,0,"iap"
3,0,"iap"
22,6,"iap"
2,50,"iap"
11,10,"iap"
3,0,"iap"
0,0,"iap"
1,195,"iap"
4,255,"iap"
1,45,"iap"
2,65,"iap"
1,25,"iap"
16,239,"iap"
1,25,"iap"
1,25,"iap"
0,0,"iap"
0,0,"iap"
0,0,"iap"
18,520,"iap"
0,20,"iap"
6,220,"iap"
1,500,"iap"
3,600,"iap"
5,84,"iap"
9,72,"iap"
5,165,"iap"
9,65,"iap"
10,165,"iap"
5,278,"iap"
9,225,"iap"
2,0,"iap"
1,20,"iap"
24,14,"iap"
0,0,"iap"
4,50,"iap"
0,0,"iap"
2,100,"iap"
0,700,"iap"
1,20,"iap"
3,195,"iap"
1,20,"iap"
12,80,"iap"
2,90,"iap"
3,260,"iap"
0,700,"iap"
18,119,"iap"
9,10,"iap"
0,0,"iap"
14,95,"iap"
2,150,"iap"
19,128,"iap"
12,100,"iap"
6,30,"iap"
19,190,"iap"
5,105,"iap"
0,20,"iap"
6,125,"iap"
2,75,"iap"
0,0,"iap"
3,140,"iap"
2,185,"iap"
0,700,"iap"
63,669,"iap"
0,0,"iap"
9,295,"iap"
1,500,"iap"
7,100,"iap"
2,150,"iap"
0,0,"iap"
8,80,"iap"
5,80,"iap"
11,115,"iap"
4,5,"iap"
10,170,"iap"
4,150,"iap"
4,0,"iap"
9,145,"iap"
2,50,"iap"
0,0,"iap"
9,20,"iap"
0,0,"iap"
4,75,"iap"
1,270,"iap"
0,20,"iap"
8,80,"iap"
66,267,"iap"
6,70,"iap"
4,100,"iap"
7,155,"iap"
3,195,"iap"
7,415,"iap"
6,2,"iap"
0,0,"iap"
6,25,"iap"
77,60,"iap"
0,0,"iap"
2,150,"iap"
46,285,"iap"
3,125,"iap"
0,0,"iap"
0,0,"iap"
7,125,"iap"
0,0,"iap"
74,10,"iap"
5,145,"iap"
1,400,"iap"
1,25,"iap"
1,250,"iap"
3,23,"iap"
7,40,"iap"
3,35,"iap"
30,31,"iap"
28,174,"iap"
0,0,"iap"
4,150,"iap"
1,505,"iap"
3,105,"iap"
2,0,"iap"
3,200,"iap"
5,15,"iap"
2,200,"iap"
2,160,"iap"
2,50,"iap"
0,0,"iap"
3,0,"iap"
4,635,"iap"
2,150,"iap"
12,45,"iap"
2,50,"iap"
15,320,"iap"
6,45,"iap"
4,91,"iap"
1,200,"iap"
22,100,"iap"
2,200,"iap"
11,30,"iap"
3,340,"iap"
1,600,"iap"
6,40,"iap"
2,70,"iap"
5,50,"iap"
9,150,"iap"
0,0,"iap"
1,575,"iap"
2,75,"iap"
2,30,"iap"
4,75,"iap"
21,14,"iap"
0,0,"iap"
2,225,"iap"
2,195,"iap"
10,40,"iap"
4,0,"iap"
5,0,"iap"
0,700,"iap"
3,20,"iap"
4,110,"iap"
3,15,"iap"
6,5,"iap"
0,0,"iap"
14,155,"iap"
6,285,"iap"
3,0,"iap"
1,500,"iap"
1,20,"iap"
9,100,"iap"
5,232,"iap"
6,161,"iap"
11,310,"iap"
0,0,"iap"
6,60,"iap"
24,61,"iap"
0,0,"iap"
4,142,"iap"
59,783,"iap"
0,0,"iap"
4,50,"iap"
6,50,"iap"
0,0,"iap"
9,140,"iap"
3,0,"iap"
0,0,"iap"
4,0,"iap"
1,48,"iap"
12,288,"iap"
0,0,"iap"
1,400,"iap"
12,50,"iap"
5,50,"iap"
12,147,"iap"
10,46,"iap"
8,70,"iap"
0,0,"iap"
12,590,"iap"
2,145,"iap"
13,77,"iap"
3,200,"iap"
4,485,"iap"
32,407,"iap"
4,250,"iap"
9,125,"iap"
3,0,"iap"
13,96,"iap"
8,65,"iap"
4,5,"iap"
8,160,"iap"
3,25,"iap"
3,60,"iap"
18,80,"iap"
6,15,"iap"
0,142,"iap"
25,310,"iap"
2,50,"iap"
8,23,"iap"
20,61,"iap"
1,25,"iap"
1,0,"iap"
1,25,"iap"
5,150,"iap"
6,190,"iap"
3,0,"iap"
0,0,"iap"
0,0,"iap"
5,200,"iap"
10,125,"iap"
4,30,"iap"
5,180,"iap"
5,120,"iap"
0,0,"iap"
0,0,"iap"
0,0,"iap"
1,370,"iap"
9,100,"iap"
3,150,"iap"
9,105,"iap"
65,265,"iap"
2,25,"iap"
4,50,"iap"
7,147,"iap"
0,0,"iap"
5,26,"iap"
0,0,"iap"
6,40,"iap"
10,160,"iap"
51,155,"iap"
3,40,"iap"
2,310,"iap"
11,215,"iap"
2,50,"iap"
0,0,"iap"
6,310,"iap"
1,20,"iap"
6,11,"iap"
3,15,"iap"
2,25,"iap"
22,186,"iap"
16,99,"iap"
6,65,"iap"
0,0,"iap"
6,5,"iap"
4,150,"iap"
1,450,"iap"
2,150,"iap"
8,240,"iap"
3,170,"iap"
5,165,"iap"
2,175,"iap"
2,105,"iap"
3,40,"iap"
19,325,"iap"
12,230,"iap"
10,188,"iap"
7,20,"iap"
1,2,"iap"
4,150,"iap"
1,45,"iap"
7,172,"iap"
4,80,"iap"
3,100,"iap"
6,205,"iap"
5,115,"iap"
0,0,"iap"
5,70,"iap"
6,40,"iap"
1,80,"iap"
3,0,"iap"
8,95,"iap"
0,700,"iap"
0,700,"iap"
0,0,"iap"
4,120,"iap"
2,555,"iap"
6,120,"iap"
10,35,"iap"
7,118,"iap"
4,100,"iap"
0,76,"iap"
3,30,"iap"
0,0,"iap"
3,25,"iap"
6,32,"iap"
5,15,"iap"
8,0,"iap"
4,220,"iap"
3,490,"iap"
2,320,"iap"
0,0,"iap"
4,20,"iap"
5,115,"iap"
0,700,"iap"
8,75,"iap"
3,200,"iap"
0,20,"iap"
2,100,"iap"
3,50,"iap"
11,125,"iap"
0,20,"iap"
2,25,"iap"
6,25,"iap"
3,200,"iap"
5,225,"iap"
0,0,"iap"
3,170,"iap"
4,15,"iap"
4,45,"iap"
0,60,"iap"
10,195,"iap"
4,175,"iap"
20,35,"iap"
0,173,"iap"
6,0,"iap"
13,15,"iap"
2,90,"iap"
4,5,"iap"
3,140,"iap"
1,520,"iap"
3,0,"iap"
3,100,"iap"
3,125,"iap"
3,50,"iap"
8,122,"iap"
1,20,"iap"
4,50,"iap"
3,160,"iap"
2,100,"iap"
26,170,"iap"
0,0,"iap"
5,25,"iap"
0,0,"iap"
6,400,"iap"
6,220,"iap"
14,105,"iap"
5,95,"iap"
0,0,"iap"
3,0,"iap"
2,0,"iap"
10,188,"iap"
0,20,"iap"
4,115,"iap"
18,190,"iap"
0,20,"iap"
6,90,"iap"
4,150,"iap"
3,175,"iap"
0,0,"iap"
76,417,"iap"
4,95,"iap"
5,50,"iap"
9,0,"iap"
2,350,"iap"
6,180,"iap"
8,195,"iap"
1,600,"iap"
17,278,"iap"
3,125,"iap"
0,150,"iap"
1,20,"iap"
5,0,"iap"
7,43,"iap"
0,20,"iap"
4,100,"iap"
1,250,"iap"
2,90,"iap"
4,55,"iap"
2,0,"iap"
1,400,"iap"
6,215,"iap"
8,10,"iap"
3,0,"iap"
4,5,"iap"
0,20,"iap"
5,155,"iap"
2,100,"iap"
3,0,"iap"
6,285,"iap"
16,14,"iap"
3,260,"iap"
27,238,"iap"
4,125,"iap"
0,0,"iap"
5,45,"iap"
26,165,"iap"
3,125,"iap"
1,40,"iap"
0,20,"iap"
2,100,"iap"
6,25,"iap"
0,40,"iap"
0,0,"iap"
0,0,"iap"
0,0,"iap"
12,212,"iap"
0,0,"iap"
2,85,"iap"
6,270,"iap"
0,0,"iap"
4,50,"iap"
9,125,"iap"
0,0,"iap"
19,65,"iap"
0,700,"iap"
0,0,"iap"
2,150,"iap"
0,0,"iap"
1,175,"iap"
6,115,"iap"
4,225,"iap"
3,110,"iap"
10,170,"iap"
9,275,"iap"
5,94,"iap"
2,0,"iap"
6,15,"iap"
2,210,"iap"
6,126,"iap"
0,700,"iap"
3,150,"iap"
2,200,"iap"
36,5691,"diamond club"
6,33,"diamond club"
1,400,"diamond club"
5,1930,"diamond club"
3,55,"diamond club"
2,250,"diamond club"
2,90,"diamond club"
0,700,"diamond club"
34,1624,"diamond club"
6,260,"diamond club"
0,700,"diamond club"
2,121,"diamond club"
1,400,"diamond club"
6,260,"diamond club"
0,20,"diamond club"
83,2128,"diamond club"
35,617,"diamond club"
1,850,"diamond club"
134,2025,"diamond club"
10,135,"diamond club"
1,550,"diamond club"
0,700,"diamond club"
7,0,"diamond club"
24,710,"diamond club"
0,20,"diamond club"
4,22,"diamond club"
4,153,"diamond club"
15,1790,"diamond club"
2,300,"diamond club"
10,237,"diamond club"
1,770,"diamond club"
23,1110,"diamond club"
12,180,"diamond club"
7,295,"diamond club"
3,55,"diamond club"
4,22,"diamond club"
55,570,"diamond club"
1,290,"diamond club"
6,4752,"diamond club"
29,83,"diamond club"
8,55,"diamond club"
0,1070,"diamond club"
4,22,"diamond club"
1,115,"diamond club"
4,153,"diamond club"
1,290,"diamond club"
12,1000,"diamond club"
1,450,"diamond club"
24,710,"diamond club"
15,188,"diamond club"
66,511,"diamond club"
83,2128,"diamond club"
1,500,"diamond club"
4,22,"diamond club"
4,153,"diamond club"
682,857,"diamond club"
1,250,"diamond club"
559,19958,"diamond club"
8,420,"diamond club"
66,511,"diamond club"
10,633,"diamond club"
2,90,"diamond club"
0,700,"diamond club"
13,993,"diamond club"
156,61,"diamond club"
0,700,"diamond club"
3,395,"diamond club"
34,1624,"diamond club"
186,1869,"diamond club"
18,230,"diamond club"
0,700,"diamond club"
4,22,"diamond club"
18,230,"diamond club"
0,1500,"diamond club"
18,230,"diamond club"
10,810,"diamond club"
10,810,"diamond club"
96,174,"diamond club"
4,153,"diamond club"
35,617,"diamond club"
911,1511,"diamond club"
4,22,"diamond club"
134,2025,"diamond club"
1,250,"diamond club"
6,260,"diamond club"
10,237,"diamond club"
10,810,"diamond club"
156,61,"diamond club"
1,850,"diamond club"
